Step 0, Time: 0.01, MPIs: 8 Threads: 14 Elapsed: 0.0805645
  comm@petapm.c:0269                0.01  0.6%        0.00  0.6%        0.00       0.00
  comm@petapm.c:0340                0.09  4.1%        0.01  3.5%        0.01       0.02
  r2c@petapm.c:0308                 0.07  3.4%        0.01  3.3%        0.01       0.01
  readout@petapm.c:0343             0.01  0.6%        0.00  0.5%        0.00       0.00
 Timeline                          0.02  0.8%        0.00  1.1%        0.00       0.01
  Active@timestep.c:0815            0.01  0.4%        0.00  0.6%        0.00       0.00
  HalfKick                          0.00  0.1%        0.00  0.1%        0.00       0.00
   Long@timestep.c:0402              0.00  0.0%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.00  0.0%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.01  0.3%        0.00  0.5%        0.00       0.00
 Tree                              1.40 67.2%        0.28 68.8%        0.28       0.28
  Build                             0.01  0.6%        0.00  0.6%        0.00       0.00
   Moments@forcetree.c:0152          0.01  0.5%        0.00  0.5%        0.00       0.00
   Nodes@forcetree.c:0203            0.00  0.1%        0.00  0.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.01  0.3%        0.00  0.2%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.07  3.3%        0.01  1.7%        0.00       0.01
  Send@gravshort-tree.c:0158        0.02  0.9%        0.00  1.1%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.10  4.9%        0.02  6.0%        0.00       0.04
  Wait2@gravshort-tree.c:0161        0.00  0.0%        0.00  0.0%        0.00       0.00
  Walk1@gravshort-tree.c:0155        0.89 42.5%        0.18 46.2%        0.17       0.21
  Walk2@gravshort-tree.c:0156        0.30 14.5%        0.05 13.0%        0.05       0.06
Step 5, Time: 0.0131514, MPIs: 8 Threads: 14 Elapsed: 2.5497
                                   2.54 99.7%        0.46 99.4%        0.46       0.47
 Domain                            0.12  4.8%        0.02  3.9%        0.02       0.02
  Decompose                         0.00  0.2%        0.00  0.1%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.00  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.06  2.3%        0.01  1.9%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.00  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.0%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.05  2.1%        0.01  1.7%        0.01       0.01
  PeanoSort@domain.c:0229           0.03  1.0%        0.00  0.9%        0.00       0.01
  exchange                          0.03  1.3%        0.00  0.9%        0.00       0.00
   alltoall@exchange.c:0354          0.02  0.8%        0.00  0.5%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.1%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.00  0.2%        0.00  0.2%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.00  0.2%        0.00  0.3%        0.00       0.00
  All@drift.c:0110                  0.00  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  1.9%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.01  0.3%        0.00  0.3%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.01  0.4%        0.00  0.3%        0.00       0.00
 Misc@forcetree.c:0147             0.01  0.3%        0.00  0.4%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.01  0.5%        0.00  0.7%        0.00       0.00
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            0.59 23.2%        0.12 25.1%        0.12       0.12
  Misc@petapm.c:0263                0.00  0.1%        0.00  0.1%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 0.29 11.6%        0.06 13.1%        0.05       0.07
  calc@petapm.c:0332                0.04  1.5%        0.01  1.5%        0.00       0.01
  cic@petapm.c:0265                 0.00  0.2%        0.00  0.2%        0.00       0.00
  comm2@petapm.c:0286               0.03  1.0%        0.00  1.0%        0.00       0.01
  comm@petapm.c:0269                0.02  0.6%        0.00  0.6%        0.00       0.00
  comm@petapm.c:0340                0.11  4.2%        0.02  4.7%        0.02       0.03
  r2c@petapm.c:0308                 0.09  3.4%        0.02  3.3%        0.01       0.02
  readout@petapm.c:0343             0.02  0.6%        0.00  0.5%        0.00       0.01
 Timeline                          0.02  0.9%        0.01  1.5%        0.01       0.01
  Active@timestep.c:0815            0.01  0.5%        0.00  1.0%        0.00       0.01
  HalfKick                          0.00  0.1%        0.00  0.2%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.1%        0.00       0.00
   Short@timestep.c:0379             0.00  0.0%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.01  0.3%        0.00  0.3%        0.00       0.00
 Tree                              1.71 67.2%        0.31 67.1%        0.31       0.31
  Build                             0.02  0.6%        0.00  0.7%        0.00       0.00
   Moments@forcetree.c:0152          0.01  0.5%        0.00  0.6%        0.00       0.00
   Nodes@forcetree.c:0203            0.00  0.1%        0.00  0.1%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.01  0.3%        0.00  0.3%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.09  3.4%        0.02  3.9%        0.00       0.04
  Send@gravshort-tree.c:0158        0.02  0.9%        0.00  0.9%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.12  4.9%        0.02  4.7%        0.00       0.04
  Wait2@gravshort-tree.c:0161        0.00  0.0%        0.00  0.0%        0.00       0.00
  Walk1@gravshort-tree.c:0155        1.07 42.0%        0.19 39.8%        0.17       0.21
  Walk2@gravshort-tree.c:0156        0.38 14.9%        0.08 16.7%        0.05       0.09
Step 6, Time: 0.013892, MPIs: 8 Threads: 14 Elapsed: 2.99252
                                   2.99 99.9%        0.45 100.8%        0.44       0.45
 Domain                            0.15  4.9%        0.02  5.4%        0.02       0.03
  Decompose                         0.01  0.2%        0.00  0.3%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.1%        0.00       0.00
   Sumcost@domain.c:0407             0.00  0.1%        0.00  0.2%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.07  2.4%        0.01  2.9%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.00  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.1%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
    Init@domain.c:1159                0.00  0.0%        0.00  0.0%        0.00       0.00
    truncate@domain.c:1177            0.00  0.0%        0.00  0.0%        0.00       0.00
   Misc@domain.c:1150                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sort@domain.c:0950                0.06  2.2%        0.01  2.6%        0.01       0.01
  PeanoSort@domain.c:0229           0.03  1.1%        0.01  1.2%        0.00       0.01
  exchange                          0.04  1.2%        0.00  1.0%        0.00       0.00
   alltoall@exchange.c:0354          0.02  0.8%        0.00  0.5%        0.00       0.00
   finalize@exchange.c:0377          0.00  0.0%        0.00  0.0%        0.00       0.00
   garbage@exchange.c:0254           0.00  0.0%        0.00  0.0%        0.00       0.00
   init@exchange.c:0115              0.00  0.0%        0.00  0.0%        0.00       0.00
   makebuf@exchange.c:0243           0.01  0.2%        0.00  0.2%        0.00       0.00
   togo@exchange.c:0130              0.00  0.0%        0.00  0.0%        0.00       0.00
   togo@exchange.c:0137              0.01  0.2%        0.00  0.3%        0.00       0.00
  All@drift.c:0110                  0.00  0.1%        0.00  0.1%        0.00       0.00
 Init@init.c:0256                  0.05  1.6%        0.00  0.0%        0.00       0.00
 LongRange@gravpm.c:0097           0.01  0.3%        0.00  0.3%        0.00       0.00
 Misc@checkpoint.c:0026            0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@domain.c:0168                0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@drift.c:0094                 0.01  0.4%        0.00  0.4%        0.00       0.00
 Misc@forcetree.c:0147             0.01  0.4%        0.00  0.5%        0.00       0.00
 Misc@gravshort-tree.c:0138        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@gravshort-tree.c:0144        0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@run.c:0153                   0.00  0.0%        0.00  0.0%        0.00       0.00
 Misc@timestep.c:0187              0.02  0.6%        0.01  1.4%        0.00       0.01
 Misc@timestep.c:0336              0.00  0.0%        0.00  0.0%        0.00       0.00
 PMgrav                            0.69 23.0%        0.10 21.9%        0.10       0.10
  Misc@petapm.c:0263                0.00  0.1%        0.00  0.1%        0.00       0.00
  Misc@petapm.c:0345                0.00  0.0%        0.00  0.0%        0.00       0.00
  Regions@gravpm.c:0188             0.00  0.0%        0.00  0.0%        0.00       0.00
  c2r@petapm.c:0336                 0.34 11.5%        0.05 11.1%        0.04       0.05
  calc@petapm.c:0332                0.05  1.5%        0.01  1.5%        0.01       0.01
  cic@petapm.c:0265                 0.01  0.2%        0.00  0.2%        0.00       0.00
  comm2@petapm.c:0286               0.03  1.0%        0.00  1.0%        0.00       0.00
  comm@petapm.c:0269                0.02  0.6%        0.00  0.6%        0.00       0.00
  comm@petapm.c:0340                0.12  4.1%        0.02  3.5%        0.01       0.02
  r2c@petapm.c:0308                 0.10  3.4%        0.01  3.4%        0.01       0.02
  readout@petapm.c:0343             0.02  0.6%        0.00  0.6%        0.00       0.01
 Timeline                          0.03  0.9%        0.00  1.1%        0.00       0.01
  Active@timestep.c:0815            0.02  0.5%        0.00  0.5%        0.00       0.00
  HalfKick                          0.00  0.1%        0.00  0.1%        0.00       0.00
   Long@timestep.c:0402              0.00  0.1%        0.00  0.0%        0.00       0.00
   Short@timestep.c:0379             0.00  0.0%        0.00  0.0%        0.00       0.00
 Timeline@timestep.c:0311          0.01  0.3%        0.00  0.5%        0.00       0.00
 Tree                              2.02 67.6%        0.31 69.7%        0.31       0.31
  Build                             0.02  0.7%        0.01  1.2%        0.01       0.01
   Moments@forcetree.c:0152          0.02  0.6%        0.00  1.0%        0.00       0.00
   Nodes@forcetree.c:0203            0.00  0.1%        0.00  0.2%        0.00       0.00
  Misc@gravshort-tree.c:0165        0.01  0.3%        0.00  0.3%        0.00       0.00
  PostProcess@gravshort-tree.c:0157        0.00  0.0%        0.00  0.0%        0.00       0.00
  Recv@gravshort-tree.c:0159        0.11  3.7%        0.02  5.0%        0.00       0.03
  Send@gravshort-tree.c:0158        0.03  0.9%        0.00  0.9%        0.00       0.00
  Wait1@gravshort-tree.c:0160        0.15  5.0%        0.03  6.0%        0.00       0.04
  Wait2@gravshort-tree.c:0161        0.00  0.0%        0.00  0.0%        0.00       0.00
  Walk1@gravshort-tree.c:0155        1.26 42.2%        0.19 42.8%        0.17       0.22
  Walk2@gravshort-tree.c:0156        0.44 14.7%        0.06 13.4%        0.05       0.08
Step 7, Time: 0.0146744, MPIs: 8 Threads: 14 Elapsed: 3.44047
                                   3.44 99.9%        0.45 100.1%        0.45       0.45
 Domain                            0.16  4.8%        0.02  4.3%        0.02       0.02
  Decompose                         0.01  0.2%        0.00  0.2%        0.00       0.00
   Misc@domain.c:0355                0.00  0.0%        0.00  0.0%        0.00       0.00
   Sumcost@domain.c:0407             0.00  0.1%        0.00  0.1%        0.00       0.00
   assignbalance@domain.c:0412        0.00  0.0%        0.00  0.0%        0.00       0.00
   memorybound@domain.c:0418         0.00  0.0%        0.00  0.0%        0.00       0.00
  DetermineTopTree                  0.08  2.3%        0.01  2.2%        0.01       0.01
   Addnodes@domain.c:1211            0.00  0.0%        0.00  0.0%        0.00       0.00
   Combine@domain.c:1199             0.00  0.1%        0.00  0.1%        0.00       0.00
   CreateLeaves@domain.c:0378        0.00  0.0%        0.00  0.1%        0.00       0.00
   LocalRefine                       0.00  0.0%        0.00  0.0%        0.00       0.00
